1000,10,74.24,33.422829,0.004509
1000,10,74.85,34.039423,0.004591
1000,10,76.67,31.935841,0.004391
1000,10,77.90,35.024573,0.004739
1000,10,76.15,30.922236,0.004295
2000,10,76.02,39.385600,0.005296
2000,10,81.00,36.196424,0.004953
2000,10,79.55,39.918931,0.005410
2000,10,79.29,36.075632,0.004950
2000,10,78.74,39.769683,0.005368
3000,10,81.62,42.189233,0.005493
3000,10,78.77,43.359977,0.005803
3000,10,80.39,41.017672,0.005508
3000,10,79.48,44.219727,0.005896
3000,10,77.61,40.771660,0.005501
4000,10,80.26,49.248334,0.006579
4000,10,78.06,45.994606,0.006040
4000,10,78.96,48.673653,0.006504
4000,10,83.27,45.698821,0.006061
4000,10,81.46,45.611002,0.006132
5000,10,81.29,52.647408,0.007031
5000,10,81.81,47.951344,0.006410
5000,10,80.58,49.709426,0.006687
5000,10,80.10,53.160550,0.007088
5000,10,82.82,49.882239,0.006697
6000,10,80.84,57.475352,0.007614
6000,10,81.49,51.002772,0.006903
6000,10,81.10,56.845317,0.007584
6000,10,80.42,53.048802,0.007082
6000,10,83.85,57.462576,0.007665
7000,10,81.26,57.377743,0.007643
7000,10,80.55,56.037286,0.007410
7000,10,81.88,62.275145,0.008214
7000,10,82.98,55.966702,0.007450
7000,10,80.84,58.855601,0.007737
8000,10,81.07,66.417503,0.008761
8000,10,82.94,62.997123,0.008278
8000,10,81.94,66.726624,0.008761
8000,10,81.88,63.960054,0.008484
8000,10,80.29,61.496911,0.008134
9000,10,83.79,73.166975,0.009482
9000,10,80.32,64.804254,0.008526
9000,10,81.23,72.250243,0.009441
9000,10,81.36,67.828323,0.008952
9000,10,81.62,67.143981,0.008885
10000,10,81.46,72.139057,0.009425
10000,10,84.34,70.463749,0.009215
10000,10,83.66,70.831933,0.009286
10000,10,82.62,69.885756,0.009217
10000,10,82.07,77.567209,0.010134
1000,10,74.50,33.101347,0.004605
1000,10,78.06,32.425134,0.004479
1000,10,73.24,38.416384,0.005282
1000,10,75.70,35.714942,0.004694
1000,10,71.04,34.532844,0.004757
2000,10,81.17,43.703889,0.006119
2000,10,78.64,43.325437,0.005797
2000,10,75.83,41.019903,0.005271
2000,10,79.84,39.354006,0.005649
2000,10,78.93,42.370686,0.005913
3000,10,80.52,45.976800,0.006260
3000,10,80.94,47.172915,0.006449
3000,10,80.55,47.592468,0.006504
3000,10,79.16,47.254367,0.006401
3000,10,78.09,43.261792,0.005827
4000,10,81.52,53.028226,0.007037
4000,10,78.54,47.844891,0.006491
4000,10,79.35,47.793238,0.006444
4000,10,80.29,53.215065,0.007233
4000,10,82.01,51.973232,0.007092
5000,10,80.84,56.281816,0.007618
5000,10,81.00,55.643835,0.007444
5000,10,82.46,51.850469,0.006780
5000,10,80.74,52.998647,0.006790
5000,10,80.74,53.447864,0.007756
6000,10,80.52,53.068767,0.007119
6000,10,81.72,53.762841,0.007026
6000,10,82.23,58.476807,0.007232
6000,10,79.94,60.139522,0.007978
6000,10,83.40,55.872264,0.007429
7000,10,80.97,59.672796,0.008346
7000,10,82.65,63.736480,0.008278
7000,10,82.52,62.806950,0.008237
7000,10,81.29,59.964843,0.008149
7000,10,82.56,60.068663,0.007448
8000,10,82.94,67.182834,0.008716
8000,10,81.97,61.241044,0.008162
8000,10,82.23,61.708027,0.008168
8000,10,83.88,61.583568,0.008724
8000,10,82.91,72.769711,0.009721
9000,10,82.07,73.973488,0.009657
9000,10,81.23,74.679300,0.009915
9000,10,81.75,70.517109,0.009769
9000,10,83.88,73.017533,0.009539
9000,10,83.46,78.743447,0.009645
10000,10,80.97,81.745783,0.010941
10000,10,82.72,78.964040,0.010190
10000,10,80.94,78.585631,0.010288
10000,10,82.39,77.362227,0.010831
10000,10,84.40,82.926852,0.009698
1000,10,75.11,34.544021,0.004730
1000,10,77.22,33.214516,0.004530
1000,10,77.41,35.637622,0.004856
1000,10,74.37,34.652171,0.004773
1000,10,72.59,34.618897,0.004705
2000,10,77.93,41.316387,0.005792
2000,10,78.03,38.525644,0.005215
2000,10,79.58,40.755691,0.005485
2000,10,75.73,40.544728,0.005575
2000,10,78.32,40.596045,0.005759
3000,10,80.52,43.105274,0.005662
3000,10,78.06,48.098195,0.007970
3000,10,80.81,49.092055,0.007440
3000,10,77.83,68.589429,0.007170
3000,10,81.04,54.265122,0.006709
4000,10,82.17,57.292324,0.007593
4000,10,78.61,56.496044,0.008054
4000,10,80.16,58.903795,0.007349
4000,10,79.74,63.977312,0.008206
4000,10,78.77,56.475287,0.008611
5000,10,82.65,66.053717,0.008946
5000,10,81.29,66.758575,0.008268
5000,10,82.14,58.480742,0.008038
5000,10,80.29,64.336278,0.008869
5000,10,82.98,59.844055,0.008583
6000,10,81.13,62.963863,0.008467
6000,10,81.07,64.095587,0.007770
6000,10,81.20,58.346364,0.007945
6000,10,80.94,62.329062,0.007431
6000,10,82.10,58.543280,0.008797
7000,10,81.75,83.058206,0.011532
7000,10,80.65,87.312858,0.011621
7000,10,79.87,73.447564,0.009157
7000,10,83.66,81.787401,0.010786
7000,10,82.52,71.520466,0.008449
8000,10,80.74,75.591455,0.009928
8000,10,80.26,77.943393,0.009945
8000,10,81.91,75.247234,0.009998
8000,10,81.75,78.653410,0.010332
8000,10,84.05,70.212393,0.009413
9000,10,80.42,81.012946,0.009808
9000,10,82.59,80.198006,0.011011
9000,10,82.27,80.939700,0.010147
9000,10,82.82,75.540246,0.010032
9000,10,81.23,68.331656,0.009123
10000,10,82.69,75.462130,0.009907
10000,10,81.52,80.078531,0.010827
10000,10,81.00,82.264976,0.010339
10000,10,82.88,86.569450,0.011022
10000,10,79.64,78.110658,0.009868
1000,10,75.57,35.520299,0.004781
1000,10,75.70,33.099954,0.004473
1000,10,75.18,32.619150,0.004485
1000,10,77.28,35.800235,0.004905
1000,10,75.34,31.917840,0.004947
2000,10,76.15,36.719428,0.005005
2000,10,77.38,41.874389,0.005680
2000,10,80.26,37.068885,0.005068
2000,10,77.80,38.622715,0.005409
2000,10,79.68,41.526956,0.005559
3000,10,82.69,43.439745,0.006839
3000,10,81.39,48.840713,0.006275
3000,10,81.10,49.150493,0.006364
3000,10,81.00,48.745578,0.005915
3000,10,79.97,49.507403,0.006434
4000,10,80.81,53.084242,0.006814
4000,10,79.16,52.835485,0.007442
