1000, 20, 74.01
1000, 20, 76.65
1000, 20, 75.09
2000, 20, 80.05
2000, 20, 77.67
2000, 20, 76.76
3000, 20, 79.78
3000, 20, 80.35
3000, 20, 80.08
4000, 20, 82.32
4000, 20, 81.64
4000, 20, 80.52
5000, 20, 82.02
5000, 20, 81.20
5000, 20, 82.80
6000, 20, 82.97
6000, 20, 82.25
6000, 20, 83.85
7000, 20, 82.59
7000, 20, 81.85
7000, 20, 81.30
8000, 20, 82.83
8000, 20, 82.08
8000, 20, 83.54
9000, 20, 83.58
9000, 20, 81.10
9000, 20, 82.25
10000, 20, 84.29
10000, 20, 84.02
10000, 20, 82.05
1000, 30, 72.72
1000, 30, 73.36
1000, 30, 73.91
2000, 30, 77.67
2000, 30, 77.98
2000, 30, 79.91
3000, 30, 80.83
3000, 30, 78.08
3000, 30, 77.33
4000, 30, 80.35
4000, 30, 81.07
4000, 30, 80.76
5000, 30, 82.05
5000, 30, 79.84
5000, 30, 82.86
6000, 30, 80.86
6000, 30, 81.68
6000, 30, 81.47
7000, 30, 83.88
7000, 30, 83.51
7000, 30, 83.07
8000, 30, 82.02
8000, 30, 82.56
8000, 30, 82.76
9000, 30, 82.59
9000, 30, 83.85
9000, 30, 82.12
10000, 30, 82.80
10000, 30, 82.25
10000, 30, 82.42
1000, 40, 73.97
1000, 40, 76.31
1000, 40, 74.11
2000, 40, 79.27
2000, 40, 81.61
2000, 40, 77.81
3000, 40, 78.96
3000, 40, 80.96
3000, 40, 81.07
4000, 40, 81.00
4000, 40, 81.74
4000, 40, 81.10
5000, 40, 82.69
5000, 40, 81.81
5000, 40, 79.84
6000, 40, 81.10
6000, 40, 82.46
6000, 40, 80.42
7000, 40, 83.31
7000, 40, 79.98
7000, 40, 79.57
8000, 40, 82.22
8000, 40, 80.42
8000, 40, 81.95
9000, 40, 83.58
9000, 40, 82.49
9000, 40, 82.35
10000, 40, 83.92
10000, 40, 83.58
10000, 40, 84.76
1000, 50, 73.84
1000, 50, 77.23
1000, 50, 75.09
2000, 50, 78.42
2000, 50, 79.06
2000, 50, 79.30
3000, 50, 79.64
3000, 50, 79.00
3000, 50, 79.71
4000, 50, 82.59
4000, 50, 79.61
4000, 50, 81.17
5000, 50, 83.14
5000, 50, 81.17
5000, 50, 81.10
